"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","comparison","status"
"PHACTR4",2.79132918858962e-49,-1.02208801164099,0.094,0.144,7.73588971325727e-45,"PHACTR4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"IGHG4",8.75508792620672e-49,-5.55232371104616,0.001,0.017,2.42638506786893e-44,"IGHG4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RYK",1.11689877288238e-48,-1.19893942906252,0.059,0.102,3.09537325916622e-44,"RYK","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"FAM21C",1.13301130153852e-48,-1.34244574928467,0.043,0.083,3.14002752108386e-44,"FAM21C","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"AKAP8L",1.3286012324456e-48,-1.02159239369718,0.089,0.138,3.68208545559974e-44,"AKAP8L","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"MARK2",1.80294923643633e-48,-1.16334374476882,0.057,0.1,4.99669351385965e-44,"MARK2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SLC7A6OS",2.13941717266556e-48,-1.06913533177817,0.103,0.151,5.92918075232533e-44,"SLC7A6OS","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ZMAT1",2.40373343205928e-48,-1.15410456183144,0.069,0.114,6.66170683360909e-44,"ZMAT1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RAB11FIP2",3.43087342305711e-48,-1.32158318275066,0.048,0.089,9.50832260466049e-44,"RAB11FIP2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"WDR70",6.36265234048181e-48,-1.08277830034149,0.082,0.129,1.76334546964113e-43,"WDR70","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RP11-161M6.2",6.46998339687662e-48,-1.40508389964286,0.031,0.066,1.79309119861039e-43,"RP11-161M6.2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PAPD4",8.73060582773252e-48,-1.14966054622782,0.065,0.109,2.41960009909779e-43,"PAPD4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"FMR1",1.04012096690995e-47,-1.09896641726834,0.071,0.116,2.88259124769422e-43,"FMR1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SCAPER",1.23675859202816e-47,-1.01813030743269,0.086,0.134,3.42755276194683e-43,"SCAPER","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TMEM245",7.06300995068881e-47,-1.00836108054921,0.077,0.123,1.9574425777339e-42,"TMEM245","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"GXYLT1",8.04277353659814e-47,-1.29985476602878,0.042,0.08,2.22897425793281e-42,"GXYLT1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SLC5A3",1.48307855258352e-46,-1.08646060279492,0.074,0.119,4.11020390062996e-42,"SLC5A3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SNHG19",2.06299320969051e-46,-1.29537221023806,0.055,0.096,5.71737938133628e-42,"SNHG19","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"FAM208B",3.72108104636045e-46,-1.1198351087317,0.08,0.125,1.03126040118833e-41,"FAM208B","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CDYL",4.76432302279679e-46,-1.30512376674962,0.047,0.086,1.3203844825379e-41,"CDYL","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CASD1",1.02405320985825e-45,-1.26683039040739,0.046,0.085,2.83806106580116e-41,"CASD1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SOS2",1.3090334782146e-45,-1.15592018115205,0.06,0.102,3.62785538152395e-41,"SOS2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CCDC6",2.9543082063144e-45,-1.25280513658877,0.055,0.096,8.18756976297973e-41,"CCDC6","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"C5orf45",8.31946388702583e-45,-1.26129120581362,0.052,0.092,2.30565622165034e-40,"C5orf45","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"IGF1R",1.39961552785646e-44,-1.12658013583927,0.068,0.111,3.8788944739014e-40,"IGF1R","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PWAR6",1.66928413095614e-44,-1.69269815192488,0.017,0.045,4.62625404053185e-40,"PWAR6","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RP11-660L16.2",1.86004402648837e-44,-1.0372465477167,0.08,0.125,5.15492601500986e-40,"RP11-660L16.2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"EHBP1L1",1.99533089503226e-44,-1.1366109958489,0.054,0.093,5.5298600424924e-40,"EHBP1L1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PAN3",3.04223662850055e-44,-1.05534276154014,0.064,0.107,8.43125459222643e-40,"PAN3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"KDM7A",8.60961301135502e-44,-1.14618958952759,0.063,0.104,2.38606814996693e-39,"KDM7A","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"HIPK2",2.02883643611491e-43,-1.00377522512247,0.078,0.122,5.62271729904886e-39,"HIPK2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"C5orf56",2.43460678285881e-43,-1.0659749728655,0.079,0.123,6.74726923801492e-39,"C5orf56","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RP11-763B22.4",4.50168400258949e-43,-2.07949045800815,0.014,0.039,1.24759670447765e-38,"RP11-763B22.4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ANKRD36B",4.90332683720708e-43,-1.01315581368467,0.069,0.112,1.35890799966357e-38,"ANKRD36B","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"NRIP1",5.98208325065202e-43,-1.14747159675016,0.064,0.105,1.6578745520857e-38,"NRIP1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PSME4",9.09134307472367e-43,-1.20449741095033,0.053,0.092,2.51957481972892e-38,"PSME4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"POLR3E",1.60200490582296e-42,-1.16506493755241,0.051,0.089,4.43979639599775e-38,"POLR3E","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"WDR60",1.60307102902711e-42,-1.24705275185684,0.063,0.103,4.44275104984572e-38,"WDR60","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ERV3-1",2.03995557648772e-42,-1.12974377108802,0.043,0.079,5.65353288467807e-38,"ERV3-1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ADNP",2.27602106128227e-42,-1.00558866980458,0.087,0.131,6.30776476923769e-38,"ADNP","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ANKRD36",3.17880894212014e-42,-1.01800015085944,0.068,0.11,8.80975110219174e-38,"ANKRD36","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"EIF3J-AS1",6.65907409534137e-42,-1.28086765532859,0.044,0.08,1.84549579478291e-37,"EIF3J-AS1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"AC002117.1",1.19692058040668e-41,-1.3940231568992,0.03,0.062,3.31714569653906e-37,"AC002117.1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"NDUFA7",1.98219924002548e-41,-1.43590969697173,0.038,0.072,5.49346697380662e-37,"NDUFA7","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TMEM168",3.57752131884181e-41,-1.25584226160849,0.052,0.09,9.91474258303819e-37,"TMEM168","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"FAM8A1",3.78926106072862e-41,-1.36279992540547,0.035,0.068,1.05015581037033e-36,"FAM8A1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TRMT13",8.41257946837711e-41,-1.0415490506628,0.077,0.119,2.33146227386603e-36,"TRMT13","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"XXbac-BPGBPG55C20.2",8.7147293771971e-41,-1.42594168879116,0.031,0.062,2.4152000995964e-36,"XXbac-BPGBPG55C20.2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"POM121",1.66086738895554e-40,-1.12483129682103,0.073,0.113,4.60292788175137e-36,"POM121","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ZNF407",2.06289117227053e-40,-1.15643828723846,0.052,0.089,5.71709659483054e-36,"ZNF407","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RP11-285F7.2",3.97340763007569e-40,-1.47970019371663,0.028,0.058,1.10119019059918e-35,"RP11-285F7.2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RP11-553L6.5",4.15448083164839e-40,-1.84082809883908,0.015,0.039,1.15137281768303e-35,"RP11-553L6.5","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CHD9",6.59084997518465e-40,-1.04715725374563,0.076,0.118,1.82658816212267e-35,"CHD9","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"KCTD7",8.1175125059748e-40,-1.56706027700784,0.024,0.053,2.24968741590586e-35,"KCTD7","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SLC25A28",1.22546178580249e-39,-1.25810805481988,0.042,0.076,3.39624479317301e-35,"SLC25A28","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TRIM23",1.40874127478851e-39,-1.28804273068329,0.042,0.076,3.90418556894888e-35,"TRIM23","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"LINC01481",1.95337639728511e-39,-1.18297660009911,0.056,0.093,5.41358734743596e-35,"LINC01481","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SLK",2.46460050666566e-39,-1.06641293901684,0.069,0.11,6.83039384417321e-35,"SLK","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RREB1",2.47084029009296e-39,-1.15967932545338,0.046,0.081,6.84768677996363e-35,"RREB1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RCOR3",3.01154940710352e-39,-1.00604343271717,0.071,0.111,8.3462080268467e-35,"RCOR3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"AC142472.6",3.56732748633605e-39,-1.89652342920121,0.016,0.04,9.88649139563173e-35,"AC142472.6","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"WRN",3.63229108869629e-39,-1.3307326779116,0.042,0.076,1.00665315232129e-34,"WRN","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ZNRD1-AS1",4.49644317074131e-39,-1.39913157407777,0.029,0.059,1.24614426033925e-34,"ZNRD1-AS1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"FAM73A",5.19753130232797e-39,-1.0603354000848,0.067,0.106,1.44044382512717e-34,"FAM73A","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SLC35A3",6.14353252701593e-39,-1.23396571029051,0.048,0.084,1.7026186045372e-34,"SLC35A3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"C3orf17",6.34379793659459e-39,-1.18032237733072,0.055,0.092,1.75812016014783e-34,"C3orf17","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PRR4",6.92319925091824e-39,-1.07204312006495,0.063,0.102,1.91869544039948e-34,"PRR4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"POM121C",8.29541001369753e-39,-1.0424629967554,0.066,0.105,2.29898993119613e-34,"POM121C","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"MTX3",9.69589724288943e-39,-1.20785904022056,0.042,0.075,2.68712096189438e-34,"MTX3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SLFN13",1.05935711365174e-38,-1.61454123230939,0.022,0.049,2.93590230477442e-34,"SLFN13","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"UBE2Q1",1.21282700487858e-38,-1.1613253311779,0.055,0.091,3.36122876132049e-34,"UBE2Q1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ZNF37A",2.2125593364213e-38,-1.00596446942269,0.067,0.106,6.131886944958e-34,"ZNF37A","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RP5-1180E21.5",2.68625613723304e-38,-1.87942794031128,0.015,0.039,7.44469025872764e-34,"RP5-1180E21.5","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"LMO7",4.05101565342354e-38,-1.08248170688498,0.06,0.098,1.1226984781898e-33,"LMO7","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"KDM1A",5.04355946517988e-38,-1.11558302781731,0.061,0.098,1.39777207017995e-33,"KDM1A","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CECR1",1.22034001400264e-37,-1.18154722644095,0.057,0.093,3.38205031480693e-33,"CECR1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"LINC00869",1.38274330778535e-37,-1.07355593605493,0.072,0.112,3.83213480319631e-33,"LINC00869","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CTBP1-AS2",1.56108656775106e-37,-1.48600979299452,0.027,0.055,4.32639531386529e-33,"CTBP1-AS2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ASAP1",2.10017622768658e-37,-1.09297319522537,0.063,0.1,5.82042839741059e-33,"ASAP1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PEX1",2.21560761180774e-37,-1.10076059670078,0.057,0.094,6.14033493536397e-33,"PEX1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ANKRD26",3.15033213587316e-37,-1.12016497135905,0.055,0.091,8.73083048135887e-33,"ANKRD26","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PPTC7",3.52711282402244e-37,-1.15414112653071,0.051,0.086,9.77504048049579e-33,"PPTC7","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RNF220",4.61364316294468e-37,-1.10997628613227,0.057,0.094,1.27862506617849e-32,"RNF220","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SRGAP2C",5.0814167269967e-37,-1.74732328595403,0.016,0.04,1.40826383171986e-32,"SRGAP2C","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PANK3",5.34490890500019e-37,-1.16347954023735,0.043,0.077,1.48128805393175e-32,"PANK3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RP11-352M15.2",5.6158824107928e-37,-1.34398013636028,0.035,0.066,1.55638565132712e-32,"RP11-352M15.2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"INO80B",6.45201988580029e-37,-1.99422340865473,0.013,0.036,1.78811279115069e-32,"INO80B","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"REXO1",1.1662796613194e-36,-1.27565564281066,0.036,0.068,3.23222745338058e-32,"REXO1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RP11-545I5.3",1.89230374140973e-36,-1.93623028381064,0.015,0.038,5.24433058894293e-32,"RP11-545I5.3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SYNC",2.15707902272207e-36,-1.25412785102331,0.047,0.08,5.97812880357196e-32,"SYNC","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PTBP2",2.89133890301565e-36,-1.15807000052984,0.039,0.071,8.01305663581756e-32,"PTBP2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ARFGEF2",2.97305196935617e-36,-1.2326263517524,0.039,0.071,8.2395162278737e-32,"ARFGEF2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TULP4",6.95882785384413e-36,-1.00740897363798,0.072,0.111,1.92856955141436e-31,"TULP4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"FAM153B",8.18739484091133e-36,-1.51848097721856,0.026,0.053,2.26905460621017e-31,"FAM153B","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TMEM55B",9.0697037188381e-36,-1.30196503734026,0.04,0.071,2.51357768863879e-31,"TMEM55B","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RALGAPA2",1.00658676826714e-35,-1.0636097636525,0.046,0.08,2.78965456957555e-31,"RALGAPA2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ZMYM4",1.13706315426204e-35,-1.13388504911213,0.055,0.09,3.15125682572183e-31,"ZMYM4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"NCOR2",1.42585419518169e-35,-1.25294405649235,0.04,0.071,3.95161231652653e-31,"NCOR2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"DDX26B",1.59886940854014e-35,-1.28730541814402,0.03,0.058,4.43110667882814e-31,"DDX26B","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SLC16A4",1.87184673737974e-35,-2.24019986528896,0.009,0.029,5.18763604797421e-31,"SLC16A4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RP11-15M15.1",3.44331192054787e-35,-2.7964905823304,0.005,0.022,9.54279465660636e-31,"RP11-15M15.1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"STRN3",3.62834354503875e-35,-1.32521729408219,0.034,0.063,1.00555913007204e-30,"STRN3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ACBD3",8.56325341857775e-35,-1.05949452081732,0.063,0.099,2.37322005242464e-30,"ACBD3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"GK5",9.19277473906911e-35,-1.42724505169427,0.026,0.052,2.54768559118561e-30,"GK5","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RBM28",1.312904656514e-34,-1.04745690892362,0.073,0.11,3.6385839650629e-30,"RBM28","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CLEC11A",1.40818681421156e-34,-1.27273754072473,0.035,0.064,3.90264893690592e-30,"CLEC11A","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"MFN1",1.75981840819297e-34,-1.17824034838686,0.045,0.077,4.877160736466e-30,"MFN1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RP11-488L18.10",1.89226992908588e-34,-1.46940084032048,0.021,0.046,5.2442368814686e-30,"RP11-488L18.10","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"HMBOX1",2.1136849830417e-34,-1.08356813461541,0.052,0.085,5.85786656200178e-30,"HMBOX1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ZMAT3",2.43987062944978e-34,-1.17313318213582,0.05,0.084,6.76185746245712e-30,"ZMAT3","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SLC33A1",2.75546475365354e-34,-1.26428350946344,0.036,0.066,7.63649501827543e-30,"SLC33A1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RP5-882C2.2",3.13312704675539e-34,-1.49969543768965,0.02,0.044,8.68314829737789e-30,"RP5-882C2.2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"AK9",4.72407724096125e-34,-1.49159061996914,0.031,0.058,1.30923076656e-29,"AK9","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"LFNG",6.03835609929829e-34,-1.07000671193103,0.053,0.086,1.67347000935953e-29,"LFNG","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PYHIN1",1.16276222667892e-33,-1.01942019352241,0.08,0.118,3.22247923501796e-29,"PYHIN1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"FAM91A1",1.23398956231546e-33,-1.19404163844429,0.046,0.078,3.41987867300107e-29,"FAM91A1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SDPR",1.25628832003444e-33,-5.81269508361839,0,0.011,3.48167745014345e-29,"SDPR","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"COG8",1.65818135943077e-33,-1.51969249661302,0.022,0.047,4.59548381952643e-29,"COG8","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PECAM1",2.0020348262775e-33,-1.11316159086799,0.056,0.09,5.54843931754546e-29,"PECAM1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"AC245100.1",3.84615426911159e-33,-1.03604861920469,0.055,0.089,1.06592319414159e-28,"AC245100.1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CCDC64",4.08670006952766e-33,-1.27999289188668,0.035,0.064,1.1325880572689e-28,"CCDC64","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RBAK",5.51879319096564e-33,-1.3474660320924,0.023,0.047,1.52947834494422e-28,"RBAK","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RFWD2",5.55232549603581e-33,-1.25335835529629,0.034,0.063,1.53877148797137e-28,"RFWD2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ZNF891",5.59008638463397e-33,-1.24132094836525,0.042,0.072,1.54923654063746e-28,"ZNF891","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"PLCL1",5.74615541340538e-33,-1.06797078104268,0.047,0.079,1.59248951127117e-28,"PLCL1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TRMT11",7.03188398790671e-33,-1.0411014414702,0.069,0.105,1.94881632840847e-28,"TRMT11","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ANKIB1",9.27950902800409e-33,-1.05831891432589,0.057,0.091,2.57172313202105e-28,"ANKIB1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SLCO3A1",1.43146300678742e-32,-1.00186655031595,0.066,0.101,3.96715657701067e-28,"SLCO3A1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RP5-1092A3.4",1.61149654973149e-32,-2.38987287919629,0.006,0.023,4.46610153792586e-28,"RP5-1092A3.4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"MRI1",2.21770796230469e-32,-1.1549960115225,0.054,0.087,6.14615584673122e-28,"MRI1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ZYG11B",2.90397400530005e-32,-1.10429195227894,0.055,0.088,8.04807355828857e-28,"ZYG11B","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"TENM1",3.24504521545561e-32,-1.5222559611316,0.02,0.044,8.99331831011368e-28,"TENM1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RMDN1",3.49780913702433e-32,-1.06447703122095,0.076,0.111,9.69382824234923e-28,"RMDN1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"ZFP91",5.65807770055344e-32,-1.0731442173093,0.044,0.074,1.56807965393138e-27,"ZFP91","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"DBT",6.52996130520084e-32,-1.39267381967846,0.031,0.058,1.80971347612336e-27,"DBT","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CTD-2017F17.2",1.31679076184849e-31,-2.16078915450111,0.008,0.025,3.64935391738691e-27,"CTD-2017F17.2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"GBAS",1.68197894753256e-31,-1.12826031647479,0.059,0.092,4.66143645519174e-27,"GBAS","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"GNG11",2.26256714553342e-31,-4.94354561456403,0.001,0.011,6.27047858713132e-27,"GNG11","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CHM",2.90562556100929e-31,-1.0530816312395,0.064,0.097,8.05265067978115e-27,"CHM","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"XRRA1",3.34172999404674e-31,-1.01080171138694,0.077,0.112,9.26127050550112e-27,"XRRA1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"AC074289.1",4.02140884317642e-31,-1.80452935159871,0.014,0.034,1.11449324679791e-26,"AC074289.1","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CBX4",4.38169758867373e-31,-1.03401823076952,0.053,0.085,1.21434366972504e-26,"CBX4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"BMPR2",4.66945578357917e-31,-1.44006828657724,0.023,0.047,1.29409297586113e-26,"BMPR2","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"LINC01116",5.14355719713159e-31,-2.22001721878544,0.008,0.025,1.42548544161305e-26,"LINC01116","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CXorf23",6.71444393989055e-31,-1.53642860372685,0.018,0.04,1.86084099350127e-26,"CXorf23","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"BTBD7",8.55873891346858e-31,-1.14441867631786,0.051,0.083,2.37196890247868e-26,"BTBD7","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"RASA4",9.9824495586449e-31,-1.28593451554198,0.03,0.056,2.76653607068285e-26,"RASA4","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"SPPL2B",1.09603000315169e-30,-1.16089314486626,0.038,0.066,3.0375375507346e-26,"SPPL2B","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"CTAGE5",1.29782458084398e-30,-1.25712079169302,0.029,0.055,3.59679104335101e-26,"CTAGE5","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
"DSTYK",1.38828600403943e-30,-1.15481406820657,0.045,0.075,3.84749583159487e-26,"DSTYK","AS_Group_CD14Mono_vs_Healthy_CD14Mono","downregulated in diseased group"
