"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","comparison","status"
"RTL8C",2.37791271840189e-91,9.97950644525059,0.033,0,6.59014730777899e-87,"RTL8C","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"RMC1",5.46893382149245e-91,9.97190162725897,0.033,0,1.51566031928842e-86,"RMC1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC118549.1",1.2576231592206e-90,9.94333642702941,0.033,0,3.48537682346396e-86,"AC118549.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRAV9-2",1.59746835893759e-90,4.94208955969849,0.042,0.004,4.42722380995965e-86,"TRAV9-2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"RETREG3",5.62132845201632e-88,9.95483660383445,0.032,0,1.5578949671918e-83,"RETREG3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SF3B4",9.42849960896186e-88,1.16672728653735,0.166,0.093,2.61301438162769e-83,"SF3B4","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"COQ8A",8.98407502333001e-87,9.91483560092223,0.032,0,2.48984655196568e-82,"COQ8A","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AL133415.1",8.23973757725615e-86,10.1862267619332,0.031,0,2.28356087216077e-81,"AL133415.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"NEPRO",1.73217362039485e-84,9.81431025942801,0.031,0,4.8005459715623e-80,"NEPRO","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AL441992.1",3.97361690737479e-84,9.96665669286245,0.031,0,1.10124818970985e-79,"AL441992.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"NKAPD1",2.09026259259999e-83,9.80338706180439,0.03,0,5.79295374913162e-79,"NKAPD1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ARMH1",2.7564328578703e-83,9.85995571795982,0.03,0,7.63917802230176e-79,"ARMH1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MIA2",4.79315214849775e-83,9.83399544928611,0.03,0,1.32837418643467e-78,"MIA2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"BABAM2",6.32045655546783e-83,9.84516452665602,0.03,0,1.75165132978235e-78,"BABAM2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"RWDD3",1.8409699074122e-82,2.11404689977384,0.066,0.019,5.10206400140217e-78,"RWDD3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"LINC02361",1.91070222140744e-82,9.86466659370226,0.03,0,5.29532013640857e-78,"LINC02361","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MUC20-OT1",2.30047260616494e-81,9.788790717145,0.03,0,6.37552978072552e-77,"MUC20-OT1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SPOUT1",6.94908285304216e-81,9.72696007691334,0.03,0,1.9258688218921e-76,"SPOUT1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MINDY2",2.09862743117188e-80,9.81705854458507,0.029,0,5.81613606274975e-76,"MINDY2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"LINC00476",2.76644023814471e-80,9.82843629724752,0.029,0,7.66691247599426e-76,"LINC00476","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC073332.1",2.76644024700386e-80,9.89510078739922,0.029,0,7.6669125005465e-76,"AC073332.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"WASHC4",4.8069985956647e-80,9.75993821266868,0.029,0,1.33221159080251e-75,"WASHC4","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ATP5PO",1.32145783278121e-78,9.74599994918625,0.029,0,3.66228823776984e-74,"ATP5PO","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRBV7-2",1.56763717331098e-78,6.45173839715488,0.039,0.005,4.34454966211406e-74,"TRBV7-2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRAPPC2B",3.02485508566444e-78,9.78921270801771,0.029,0,8.38308338441043e-74,"TRAPPC2B","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC004687.1",5.25339717802289e-78,9.67551038322759,0.028,0,1.45592649391726e-73,"AC004687.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"GON7",1.58429185767581e-77,9.68640963878809,0.028,0,4.39070645436273e-73,"GON7","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AL136454.1",2.08769971107221e-77,9.6368349246391,0.028,0,5.78585097926551e-73,"AL136454.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"PTPA",2.08769971297995e-77,9.75532232513868,0.028,0,5.78585098455264e-73,"PTPA","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TUT7",1.43985938209442e-76,9.79945869233721,0.028,0,3.99042629153649e-72,"TUT7","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SF3A2",3.1023484603709e-76,1.04977838948922,0.182,0.112,8.59784852307191e-72,"SF3A2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"WASHC2C",4.33920608526645e-76,9.77059208761125,0.028,0,1.20256757447074e-71,"WASHC2C","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"YJU2",5.71698417665253e-76,9.69199629863454,0.028,0,1.58440499471748e-71,"YJU2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"LINC02001",5.71698417926309e-76,9.73081993820593,0.028,0,1.58440499544097e-71,"LINC02001","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MTREX",5.71698420536756e-76,9.68744756267678,0.028,0,1.58440500267557e-71,"MTREX","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SEC13",1.61560865634458e-75,1.0570207647287,0.145,0.079,4.47749783019336e-71,"SEC13","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MIR4435-2HG",1.4744359280455e-74,1.5277551566903,0.092,0.039,4.08625173098529e-70,"MIR4435-2HG","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC078883.1",2.05792216052724e-74,9.81370402525953,0.027,0,5.7033254756852e-70,"AC078883.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"HPF1",2.45593478822191e-73,9.61940645538419,0.027,0,6.80637767207821e-69,"HPF1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"BATF",3.34541304990881e-73,1.15546757559233,0.149,0.084,9.27147772651726e-69,"BATF","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"FAM177A1",3.50413077754931e-73,1.07475610266309,0.276,0.203,9.71134803690015e-69,"FAM177A1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC010642.2",9.73222944497046e-73,9.638832831798,0.027,0,2.69719006837911e-68,"AC010642.2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"NGRN",7.52256725566595e-72,1.58057849259182,0.082,0.033,2.08480428923526e-67,"NGRN","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"VIRMA",1.15933620188033e-71,9.56464665185166,0.026,0,3.21298434989116e-67,"VIRMA","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"EEF1AKMT2",1.15933620188033e-71,9.65342752946622,0.026,0,3.21298434989116e-67,"EEF1AKMT2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ELOA",6.04309532046556e-71,9.66352647887464,0.026,0,1.67478343711383e-66,"ELOA","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"DGLUCY",1.81621847316428e-70,9.55295008903813,0.026,0,5.0334678765275e-66,"DGLUCY","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SPART",5.4572913720808e-70,9.5655219959063,0.026,0,1.51243373085847e-65,"SPART","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MARF1",2.15823462077091e-69,9.62402418986135,0.025,0,5.9813314280045e-65,"MARF1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"RMRP",5.87574787275893e-69,2.36172534902691,0.042,0.008,1.62840476545641e-64,"RMRP","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"HDHD5",6.4816299232622e-69,9.46125495142722,0.025,0,1.79631891693289e-64,"HDHD5","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"GET4",6.65676049091313e-69,3.79304666623353,0.032,0.003,1.84485460245167e-64,"GET4","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AL450998.2",1.47845599230377e-68,9.62711271553603,0.025,0,4.09739293707066e-64,"AL450998.2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC073111.5",1.94612511743723e-68,9.5006752941973,0.025,0,5.39349115046553e-64,"AC073111.5","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"KYAT3",3.37191744190491e-68,9.49597929448194,0.025,0,9.34493199849527e-64,"KYAT3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SHLD1",1.75326418130186e-67,9.51055162990592,0.025,0,4.85899635205997e-63,"SHLD1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"NINJ2",2.08375095719069e-67,1.61121136100902,0.077,0.031,5.77490740275829e-63,"NINJ2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TEN1",5.42733483870396e-67,5.99968766889911,0.025,0,1.50413157719842e-62,"TEN1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"KCNA3",1.0911511705906e-66,1.58039237103906,0.079,0.032,3.0240163541748e-62,"KCNA3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"LINC01943",4.73286191232777e-66,9.79362857863654,0.024,0,1.31166535038252e-61,"LINC01943","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC004865.2",6.22812049095058e-66,9.58770610904297,0.024,0,1.72606131286204e-61,"AC004865.2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"EIF3J-DT",6.22812051926401e-66,9.44329916298252,0.024,0,1.72606132070883e-61,"EIF3J-DT","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CYB5R3",6.29026622325471e-65,1.06747633502258,0.138,0.079,1.74328438111281e-60,"CYB5R3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MRM2",7.36513217116513e-65,9.420903468394,0.024,0,2.0411727299167e-60,"MRM2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"NCF4",5.24536236432251e-64,1.23144009582496,0.1,0.048,1.45369972564834e-59,"NCF4","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC013264.1",1.98081885602704e-63,9.39148641713421,0.023,0,5.48964137759335e-59,"AC013264.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"RTL8A",1.98081886142423e-63,9.39819189307657,0.023,0,5.48964139255111e-59,"RTL8A","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ADA2",2.60581766728725e-63,9.40996733868137,0.023,0,7.2217630831199e-59,"ADA2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"LINC01871",2.60581768385304e-63,9.53159808325483,0.023,0,7.22176312903033e-59,"LINC01871","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"KIAA0391",6.26839717735052e-63,1.70146894707607,0.059,0.02,1.73722359373092e-58,"KIAA0391","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"UBL7",8.08068030700951e-63,1.22616645981874,0.109,0.056,2.23947974028462e-58,"UBL7","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ATXN7.1",1.35024528577126e-62,9.49048038195308,0.023,0,3.74206978498647e-58,"ATXN7.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"PGGHG",5.31664139433087e-62,9.34924412151051,0.023,0,1.47345399602486e-57,"PGGHG","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"DIABLO.1",6.99301177570697e-62,9.35496165677953,0.023,0,1.93804328351943e-57,"DIABLO.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"HPGD",7.05372306532762e-62,1.47746660910138,0.094,0.045,1.9548688103249e-57,"HPGD","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"RIOX2",2.75238166388488e-61,9.74446593291002,0.022,0,7.62795054329056e-57,"RIOX2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MRNIP",4.7608495648899e-61,9.31060551644698,0.022,0,1.31942184841359e-56,"MRNIP","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CSKMT",1.4241780790425e-60,9.3985942394285,0.022,0,3.94696712825838e-56,"CSKMT","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC139530.1",1.87292044430111e-60,9.39694637655927,0.022,0,5.19061171933609e-56,"AC139530.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC100810.1",3.23900411812045e-60,9.32634803833111,0.022,0,8.97657601295901e-56,"AC100810.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC006369.1",3.23900412693368e-60,9.38483714765274,0.022,0,8.97657603738401e-56,"AC006369.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ECPAS",3.80742951126481e-59,9.342057563906,0.022,0,1.05519101475193e-54,"ECPAS","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC087239.1",6.58253812644386e-59,9.31893034331034,0.021,0,1.82428461636265e-54,"AC087239.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AL357060.1",1.01589031739844e-57,9.41176449401251,0.021,0,2.81543842563803e-53,"AL357060.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"FO393401.1",1.75576713154053e-57,9.31505646090074,0.021,0,4.86593302835144e-53,"FO393401.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"BCKDHA",2.23744856326399e-57,1.71796546502388,0.037,0.008,6.20086494822982e-53,"BCKDHA","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"FANK1",2.20362153505629e-56,1.87641993785059,0.045,0.013,6.10711672225501e-52,"FANK1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SHISAL2A",2.7053056324276e-56,9.18767769220428,0.02,0,7.49748402970985e-52,"SHISAL2A","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"LPAR2",6.8672031054802e-56,1.18929342338766,0.11,0.06,1.90317666865278e-51,"LPAR2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AL355472.1",8.07519378509343e-56,9.2192915427452,0.02,0,2.23795920560079e-51,"AL355472.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"BET1L",8.2054676331553e-56,1.03726377443521,0.112,0.061,2.27406329985266e-51,"BET1L","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"WASHC2A",1.06138414543609e-55,9.24734786282636,0.02,0,2.94152002066158e-51,"WASHC2A","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"NAA80",7.19031846145795e-55,9.1664630042934,0.02,0,1.99272485840846e-50,"NAA80","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"PIP4P2",1.10464812044068e-53,9.13269070673408,0.02,0,3.06142180098931e-49,"PIP4P2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"INTS14",1.90743806292831e-53,9.14185793662738,0.019,0,5.28627384759951e-49,"INTS14","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC022706.1",2.50642743955054e-53,9.21753084634125,0.019,0,6.94631300597037e-49,"AC022706.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRBV6-5",4.12134818218896e-53,7.00901095268921,0.022,0.001,1.14219043521185e-48,"TRBV6-5","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"UTP11",5.68636945919087e-53,9.48313718384721,0.019,0,1.57592043192016e-48,"UTP11","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"PATJ",7.4716586995756e-53,9.16131252057101,0.019,0,2.07069549200038e-48,"PATJ","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRBV5-1",8.90666175200336e-53,4.86852790381521,0.038,0.01,2.46839223795021e-48,"TRBV5-1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRBV19",2.00498261176379e-52,4.51960612007942,0.033,0.007,5.55660881024218e-48,"TRBV19","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CTLA4",2.13092990168068e-52,1.03441072417536,0.097,0.051,5.90565912951783e-48,"CTLA4","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"EIPR1",2.22683564003575e-52,9.10612933847425,0.019,0,6.17145229279508e-48,"EIPR1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MMP24OS",5.05047444092534e-52,9.14296747255494,0.019,0,1.39968848655805e-47,"MMP24OS","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"SHLD2",5.05047444320785e-52,9.14383733319871,0.019,0,1.39968848719062e-47,"SHLD2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRBV2",6.11150922434093e-52,6.11960012156857,0.023,0.002,1.69374366643384e-47,"TRBV2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRAV13-1",6.52117692791106e-52,3.42602730148527,0.035,0.008,1.80727897380127e-47,"TRAV13-1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC090152.1",8.7176617542217e-52,9.26113784260634,0.019,0,2.416012778565e-47,"AC090152.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"WASHC5",8.71766177785958e-52,9.09985860491536,0.019,0,2.416012785116e-47,"WASHC5","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AL662899.2",1.14531645139615e-51,9.15645226222444,0.019,0,3.17413001339928e-47,"AL662899.2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"GPR132",2.37415317712547e-51,1.47203820522048,0.073,0.033,6.57972811508552e-47,"GPR132","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"GPR25",5.30055401649904e-51,8.63646552347373,0.019,0,1.46899554013254e-46,"GPR25","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AP000787.1",5.88790373092555e-51,9.04258041982079,0.018,0,1.63177363998871e-46,"AP000787.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"RAB5IF",5.8879037335855e-51,8.99955847063789,0.018,0,1.63177364072588e-46,"RAB5IF","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CHTF8",1.481494840226e-50,1.01245422832684,0.118,0.069,4.10581480020232e-46,"CHTF8","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TMEM273",9.00686611322873e-50,9.0384660057671,0.018,0,2.49616287462021e-45,"TMEM273","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"C10orf143",1.55392447993424e-49,9.06809704495833,0.018,0,4.30654630368976e-45,"C10orf143","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"GSTM1",2.51660954979001e-49,2.95916317548185,0.025,0.003,6.97453170628802e-45,"GSTM1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MIGA1",6.07399223425863e-49,9.12539102551506,0.018,0,1.68334620780244e-44,"MIGA1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TOGARAM1",1.04774025886572e-48,9.11059013555394,0.018,0,2.90370735342046e-44,"TOGARAM1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"GPR174",1.19736923410591e-48,1.4405695177973,0.054,0.021,3.31838909540111e-44,"GPR174","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ABRAXAS2",2.37345952531377e-48,9.00299763812252,0.018,0,6.57780572845459e-44,"ABRAXAS2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ESS2",5.37602301430527e-48,9.01282742582135,0.017,0,1.48991101818456e-43,"ESS2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC147067.1",9.27157612780422e-48,8.96609768538778,0.017,0,2.56952460805966e-43,"AC147067.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"ZNF749",6.37937057752897e-47,3.02570383004259,0.026,0.004,1.76797876185638e-42,"ZNF749","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"PIP4P1",1.07647323679954e-46,8.93497685974349,0.017,0,2.98333792846624e-42,"PIP4P1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CARD17",1.19184790985891e-46,4.31181993054668,0.02,0.001,3.30308729738298e-42,"CARD17","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"HNRNPA1P48",1.41349121489398e-46,8.93862627185664,0.017,0,3.91734955295718e-42,"HNRNPA1P48","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AL451165.2",1.85599870229921e-46,9.03174723099763,0.017,0,5.14371480355203e-42,"AL451165.2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CCDC71",3.06268117878678e-46,2.09167835257436,0.035,0.01,8.48791461888969e-42,"CCDC71","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"DPH1",2.45595411721788e-45,2.89495096652568,0.024,0.004,6.80643124045764e-41,"DPH1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRBV7-9",5.13628726812061e-45,4.99554185726764,0.03,0.007,1.42347065348695e-40,"TRBV7-9","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRAV8-4",1.31437390385542e-44,4.36453862634824,0.024,0.004,3.6426558371449e-40,"TRAV8-4","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC008124.1",1.89936637039434e-44,8.84741948667681,0.016,0,5.26390395891086e-40,"AC008124.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC097376.2",2.49343996554674e-44,8.90516192237112,0.016,0,6.91031952051624e-40,"AC097376.2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"BMT2",5.64077151033904e-44,8.84318157366868,0.016,0,1.56328341637536e-39,"BMT2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRAV8-2",8.49489226875993e-44,2.2066796471742,0.044,0.016,2.35427444336413e-39,"TRAV8-2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"BSCL2",9.04718658791357e-44,3.20727590424206,0.023,0.003,2.50733729097437e-39,"BSCL2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MRE11",9.72014076439308e-44,8.885651802793,0.016,0,2.6938398114439e-39,"MRE11","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRAV3",1.06460332632096e-43,4.79705655224809,0.022,0.003,2.95044165856591e-39,"TRAV3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"VPS35L",1.27594484513522e-43,8.79717505499791,0.016,0,3.53615354380774e-39,"VPS35L","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"PRUNE1",1.27594484685962e-43,8.79380486558108,0.016,0,3.53615354858674e-39,"PRUNE1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AL662844.4",2.19854466641595e-43,8.9020487006264,0.016,0,6.09304668850517e-39,"AL662844.4","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"GATD3B",2.88588723431572e-43,8.88892758010207,0.016,0,7.99794788118259e-39,"GATD3B","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRAPPC5",3.3287397750603e-43,1.83248166322226,0.044,0.016,9.2252694126021e-39,"TRAPPC5","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"FBLN7",3.82192956564091e-43,1.36121842581977,0.062,0.029,1.05920955982172e-38,"FBLN7","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRAV26-1",3.98579976386401e-43,3.68787410050664,0.025,0.004,1.10462454655727e-38,"TRAV26-1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC020915.3",4.97224207249756e-43,8.80613498479776,0.016,0,1.37800716797198e-38,"AC020915.3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRBV7-6",1.07842013379234e-42,7.3420067078397,0.018,0.001,2.98873355879208e-38,"TRBV7-6","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AP005019.1",1.12440749676939e-42,8.74374093169056,0.015,0,3.1161829365467e-38,"AP005019.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"MCRIP2",1.12440749930122e-42,8.66069788785871,0.015,0,3.1161829435634e-38,"MCRIP2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TEPSIN",1.47583393262638e-42,8.87020161859001,0.015,0,4.09012616088075e-38,"TEPSIN","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TIMM29",5.74819195315392e-42,8.70687219127378,0.015,0,1.59305391789708e-37,"TIMM29","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"INSIG1",4.19896827204085e-41,1.05764867705969,0.104,0.062,1.1637020669134e-36,"INSIG1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AD000671.2",6.63908642593688e-41,8.90185234562367,0.015,0,1.83995641208415e-36,"AD000671.2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC007384.1",6.63908645581594e-41,8.88448531540459,0.015,0,1.83995642036483e-36,"AC007384.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AP002748.3",6.63908645880399e-41,8.74401145552265,0.015,0,1.83995642119294e-36,"AP002748.3","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"TRAV29DV5",1.03809392009052e-40,3.41650463233901,0.03,0.008,2.87697349013886e-36,"TRAV29DV5","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"KHDC4",1.14335943578715e-40,8.67422655856438,0.015,0,3.1687063403405e-36,"KHDC4","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AL359220.1",1.50041965384883e-40,8.73722161114537,0.015,0,4.15826302867665e-36,"AL359220.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"DHRS4",1.70025938709968e-40,1.06328574155309,0.073,0.037,4.71209886540806e-36,"DHRS4","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC007388.1",1.96896447848146e-40,8.76057884149941,0.015,0,5.45678815566353e-36,"AC007388.1","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"CGAS",2.58379588449396e-40,8.77073805853277,0.015,0,7.16073191428656e-36,"CGAS","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC083798.2",1.31910596917895e-39,8.74365056345046,0.014,0,3.65577028298253e-35,"AC083798.2","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
"AC007952.4",1.31910596977232e-39,8.77614478988816,0.014,0,3.655770284627e-35,"AC007952.4","AS_Group_Naive_vs_Healthy_Naive","upregulated in diseased group"
