"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","comparison","status"
"ELOA",2.24203998198185e-247,11.5044040639338,0.018,0,6.21358960606451e-243,"ELOA","AS_Group_vs_Healthy","upregulated in diseased group"
"AC073332.1",7.75024013198403e-246,11.5065302301816,0.018,0,2.14790155017805e-241,"AC073332.1","AS_Group_vs_Healthy","upregulated in diseased group"
"MRM2",9.25024476151724e-243,11.3647568148426,0.018,0,2.56361283320689e-238,"MRM2","AS_Group_vs_Healthy","upregulated in diseased group"
"EEF1AKMT2",1.16107629686812e-241,11.4684141322894,0.018,0,3.21780684914032e-237,"EEF1AKMT2","AS_Group_vs_Healthy","upregulated in diseased group"
"AL441992.1",1.73447131294958e-237,11.4319361671185,0.018,0,4.80691379670847e-233,"AL441992.1","AS_Group_vs_Healthy","upregulated in diseased group"
"RTL8A",1.6445170242519e-235,11.3416630999812,0.018,0,4.5576144810117e-231,"RTL8A","AS_Group_vs_Healthy","upregulated in diseased group"
"RIOX2",9.39776499217903e-234,11.5229853963207,0.017,0,2.6044965899325e-229,"RIOX2","AS_Group_vs_Healthy","upregulated in diseased group"
"RAB5IF",1.9526331177922e-232,11.330586299192,0.017,0,5.41152742264931e-228,"RAB5IF","AS_Group_vs_Healthy","upregulated in diseased group"
"AL133415.1",3.23748703023626e-232,11.6386613415997,0.017,0,8.97237155559676e-228,"AL133415.1","AS_Group_vs_Healthy","upregulated in diseased group"
"CSKMT",3.06436770944355e-230,11.4019648967922,0.017,0,8.49258866995185e-226,"CSKMT","AS_Group_vs_Healthy","upregulated in diseased group"
"DIABLO.1",1.39633749698155e-229,11.3342816906147,0.017,0,3.86980973913466e-225,"DIABLO.1","AS_Group_vs_Healthy","upregulated in diseased group"
"GSTM1",2.06069598148055e-229,2.87375532191513,0.025,0.003,5.7110128430752e-225,"GSTM1","AS_Group_vs_Healthy","upregulated in diseased group"
"AC078883.1",1.05473175721885e-228,11.4122576591022,0.017,0,2.92308359195632e-224,"AC078883.1","AS_Group_vs_Healthy","upregulated in diseased group"
"CNOT9",1.26525702221321e-227,1.60065525118855,0.017,0,3.50653331136168e-223,"CNOT9","AS_Group_vs_Healthy","upregulated in diseased group"
"AC139530.1",3.42928384663344e-225,11.3403326290148,0.017,0,9.50391725255993e-221,"AC139530.1","AS_Group_vs_Healthy","upregulated in diseased group"
"CXCR3",5.46472035318962e-224,1.55360539784134,0.073,0.032,1.51449259868297e-219,"CXCR3","AS_Group_vs_Healthy","upregulated in diseased group"
"SHLD1",1.11274107912531e-221,11.2708242496077,0.017,0,3.08385062668788e-217,"SHLD1","AS_Group_vs_Healthy","upregulated in diseased group"
"CCR4",1.32805943051509e-219,1.76552005592457,0.053,0.019,3.68058390572952e-215,"CCR4","AS_Group_vs_Healthy","upregulated in diseased group"
"ATXN7.1",1.31211897854959e-218,11.3477489021054,0.016,0,3.63640653715235e-214,"ATXN7.1","AS_Group_vs_Healthy","upregulated in diseased group"
"ECPAS",9.32307921552028e-216,11.286504848735,0.016,0,2.58379817378929e-211,"ECPAS","AS_Group_vs_Healthy","upregulated in diseased group"
"AC004865.2",7.0283845269468e-215,11.3672462083793,0.016,0,1.94784648779803e-210,"AC004865.2","AS_Group_vs_Healthy","upregulated in diseased group"
"AL355472.1",1.816106425569e-212,11.2044938164477,0.016,0,5.03315734782193e-208,"AL355472.1","AS_Group_vs_Healthy","upregulated in diseased group"
"PIP4P2",1.28676264100962e-209,11.1624137566612,0.016,0,3.56613398329407e-205,"PIP4P2","AS_Group_vs_Healthy","upregulated in diseased group"
"AL357060.1",2.65984297050852e-208,11.3002605429346,0.016,0,7.3714888084673e-204,"AL357060.1","AS_Group_vs_Healthy","upregulated in diseased group"
"UTP11",4.13856412370584e-206,11.3420496880758,0.015,0,1.14696166124384e-201,"UTP11","AS_Group_vs_Healthy","upregulated in diseased group"
"WASHC2A",1.13555489544232e-205,11.2197524206529,0.015,0,3.14707683722885e-201,"WASHC2A","AS_Group_vs_Healthy","upregulated in diseased group"
"KIAA0391",1.49408594717336e-205,1.46733760349902,0.047,0.016,4.14070979399624e-201,"KIAA0391","AS_Group_vs_Healthy","upregulated in diseased group"
"FBLN7",3.30655991689387e-205,1.73054544631731,0.041,0.013,9.16380015367967e-201,"FBLN7","AS_Group_vs_Healthy","upregulated in diseased group"
"RMRP",2.24163434281516e-203,1.69275861552738,0.041,0.013,6.21246541767793e-199,"RMRP","AS_Group_vs_Healthy","upregulated in diseased group"
"FO393401.1",7.52083961408331e-201,11.1427114007084,0.015,0,2.08432549064705e-196,"FO393401.1","AS_Group_vs_Healthy","upregulated in diseased group"
"AC007952.4",4.25575913544934e-199,11.3258204841325,0.015,0,1.17944108679843e-194,"AC007952.4","AS_Group_vs_Healthy","upregulated in diseased group"
"MMP24OS",1.45352907669675e-197,11.1670668387522,0.015,0,4.02831048315737e-193,"MMP24OS","AS_Group_vs_Healthy","upregulated in diseased group"
"AC006369.1",1.09296347460446e-196,11.1476157985853,0.015,0,3.0290389735188e-192,"AC006369.1","AS_Group_vs_Healthy","upregulated in diseased group"
"NAA80",8.21739758140602e-196,11.0400789972083,0.015,0,2.27736956571087e-191,"NAA80","AS_Group_vs_Healthy","upregulated in diseased group"
"AC022706.1",1.02286958356251e-194,11.1228310737318,0.015,0,2.83478076388514e-190,"AC022706.1","AS_Group_vs_Healthy","upregulated in diseased group"
"GET4",1.79489203292193e-194,2.7193459241618,0.024,0.004,4.97436378003983e-190,"GET4","AS_Group_vs_Healthy","upregulated in diseased group"
"MIGA1",3.48980405912255e-193,11.1472488823549,0.014,0,9.67164296945224e-189,"MIGA1","AS_Group_vs_Healthy","upregulated in diseased group"
"INTS14",2.45094797932351e-190,11.0533644664393,0.014,0,6.79255722989717e-186,"INTS14","AS_Group_vs_Healthy","upregulated in diseased group"
"EIPR1",5.04579777163533e-189,10.9904920199604,0.014,0,1.39839239443101e-184,"EIPR1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV6-5",7.25139748705747e-188,6.79072518182705,0.016,0.001,2.00965229956311e-183,"TRBV6-5","AS_Group_vs_Healthy","upregulated in diseased group"
"PATJ",4.71086233542705e-187,11.0657305166273,0.014,0,1.30556838764025e-182,"PATJ","AS_Group_vs_Healthy","upregulated in diseased group"
"TOGARAM1",5.85496280591492e-186,11.0599550084043,0.014,0,1.62264439203126e-181,"TOGARAM1","AS_Group_vs_Healthy","upregulated in diseased group"
"AP000787.1",3.29936851037213e-184,10.9443869838736,0.014,0,9.14386988964533e-180,"AP000787.1","AS_Group_vs_Healthy","upregulated in diseased group"
"KHDC4",4.09864785966415e-183,10.9784758896328,0.014,0,1.13589926782732e-178,"KHDC4","AS_Group_vs_Healthy","upregulated in diseased group"
"PIP4P1",1.85834805333394e-182,10.9999476927579,0.014,0,5.15022579500969e-178,"PIP4P1","AS_Group_vs_Healthy","upregulated in diseased group"
"TTC39C-AS1",3.72099329809445e-182,1.78650048075181,0.039,0.013,1.0312360826339e-177,"TTC39C-AS1","AS_Group_vs_Healthy","upregulated in diseased group"
"PCNX4",1.00269866902468e-180,1.26026825968333,0.014,0,2.77887909133499e-176,"PCNX4","AS_Group_vs_Healthy","upregulated in diseased group"
"IL2RA",2.64019998354333e-180,1.2341292801894,0.051,0.021,7.317050234392e-176,"IL2RA","AS_Group_vs_Healthy","upregulated in diseased group"
"ABRAXAS2",4.7423270561805e-180,10.9375603292246,0.013,0,1.31428852034986e-175,"ABRAXAS2","AS_Group_vs_Healthy","upregulated in diseased group"
"SHLD2",3.55726887900572e-179,10.9834999366644,0.013,0,9.85861497127646e-175,"SHLD2","AS_Group_vs_Healthy","upregulated in diseased group"
"PDCD1",5.50428072129228e-179,2.18612392546699,0.031,0.008,1.52545635909894e-174,"PDCD1","AS_Group_vs_Healthy","upregulated in diseased group"
"ZNF749",8.37252101982557e-178,2.89557161339966,0.02,0.003,2.32036047543446e-173,"ZNF749","AS_Group_vs_Healthy","upregulated in diseased group"
"MCRIP2",1.50030178629087e-176,10.8122805162159,0.013,0,4.15793637052653e-172,"MCRIP2","AS_Group_vs_Healthy","upregulated in diseased group"
"WASHC5",1.50030178649528e-176,10.9632264789327,0.013,0,4.15793637109302e-172,"WASHC5","AS_Group_vs_Healthy","upregulated in diseased group"
"TENT4B",5.0962173099577e-175,10.9669785881368,0.013,0,1.41236566528168e-170,"TENT4B","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV13-1",5.33075022715888e-175,3.26921649049788,0.025,0.005,1.47736411795481e-170,"TRAV13-1","AS_Group_vs_Healthy","upregulated in diseased group"
"MRE11",2.30872227365696e-174,10.9959563778159,0.013,0,6.39839290921291e-170,"MRE11","AS_Group_vs_Healthy","upregulated in diseased group"
"PRUNE1",1.04584229008316e-173,10.8935035759541,0.013,0,2.89844732273647e-169,"PRUNE1","AS_Group_vs_Healthy","upregulated in diseased group"
"ESS2",4.73730647689993e-173,10.9074743448433,0.013,0,1.31289711700805e-168,"ESS2","AS_Group_vs_Healthy","upregulated in diseased group"
"TIMM29",2.14569290619508e-172,10.8325159158305,0.013,0,5.94657332022905e-168,"TIMM29","AS_Group_vs_Healthy","upregulated in diseased group"
"FXYD1",1.70371948520038e-170,1.08335179066229,0.066,0.032,4.72168818128435e-166,"FXYD1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV2",1.66072698746111e-168,5.62505193441599,0.016,0.001,4.60253877304971e-164,"TRBV2","AS_Group_vs_Healthy","upregulated in diseased group"
"POLR2J3.1",1.38550837948066e-167,11.0523135417099,0.012,0,3.83979792289271e-163,"POLR2J3.1","AS_Group_vs_Healthy","upregulated in diseased group"
"BSCL2",2.81826101450946e-167,2.92276586703174,0.019,0.003,7.81052857561152e-163,"BSCL2","AS_Group_vs_Healthy","upregulated in diseased group"
"AC008124.1",6.27195514847345e-167,10.8298594086865,0.012,0,1.73820964984793e-162,"AC008124.1","AS_Group_vs_Healthy","upregulated in diseased group"
"AL451165.2",2.83901563084729e-166,10.8816535934212,0.012,0,7.86804791933019e-162,"AL451165.2","AS_Group_vs_Healthy","upregulated in diseased group"
"AL662899.2",1.1910725956802e-163,10.8682469700079,0.012,0,3.3009385916681e-159,"AL662899.2","AS_Group_vs_Healthy","upregulated in diseased group"
"LINC02210-CRHR1",1.19107259592359e-163,10.7610217638486,0.012,0,3.30093859234263e-159,"LINC02210-CRHR1","AS_Group_vs_Healthy","upregulated in diseased group"
"AC147067.1",5.38962766937368e-163,10.7941484887994,0.012,0,1.49368141229022e-158,"AC147067.1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV7-9",3.83778246754101e-162,4.78809788622928,0.023,0.005,1.06360303305431e-157,"TRBV7-9","AS_Group_vs_Healthy","upregulated in diseased group"
"VPS35L",4.03343180140183e-162,10.789800764869,0.012,0,1.1178252894405e-157,"VPS35L","AS_Group_vs_Healthy","upregulated in diseased group"
"AL662844.4",1.10335060186992e-161,10.8602955683226,0.012,0,3.05782585802229e-157,"AL662844.4","AS_Group_vs_Healthy","upregulated in diseased group"
"C10orf143",3.7346419153896e-160,10.7940950099132,0.012,0,1.03501866043107e-155,"C10orf143","AS_Group_vs_Healthy","upregulated in diseased group"
"CTLA4",8.13827793136564e-160,1.26868002530731,0.051,0.022,2.25544234589867e-155,"CTLA4","AS_Group_vs_Healthy","upregulated in diseased group"
"AP005019.1",2.08977032737973e-158,10.7304658255244,0.012,0,5.7915894853002e-154,"AP005019.1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV8-4",2.38620292549717e-157,4.22892376975431,0.017,0.002,6.61312278772287e-153,"TRAV8-4","AS_Group_vs_Healthy","upregulated in diseased group"
"LINC01943",1.93279894846997e-156,11.0165703860372,0.012,0,5.35655900578967e-152,"LINC01943","AS_Group_vs_Healthy","upregulated in diseased group"
"AP002748.3",3.95157087065854e-155,10.7268840252904,0.012,0,1.09513835109431e-150,"AP002748.3","AS_Group_vs_Healthy","upregulated in diseased group"
"OSER1-DT",6.53415218497363e-155,10.6941305900365,0.012,0,1.81087493654359e-150,"OSER1-DT","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV7-6",1.36497534941029e-154,7.29899903542577,0.013,0.001,3.78289268335569e-150,"TRBV7-6","AS_Group_vs_Healthy","upregulated in diseased group"
"HNRNPA1P48",2.95412416513248e-154,10.6996702074862,0.011,0,8.18705971124814e-150,"HNRNPA1P48","AS_Group_vs_Healthy","upregulated in diseased group"
"AC083798.2",1.33548774742893e-153,10.7191888165076,0.011,0,3.70117074322454e-149,"AC083798.2","AS_Group_vs_Healthy","upregulated in diseased group"
"BMT2",2.20819457086278e-153,10.7581684786463,0.011,0,6.11979043368912e-149,"BMT2","AS_Group_vs_Healthy","upregulated in diseased group"
"AL359220.1",3.65116638168335e-153,10.7252439489818,0.011,0,1.01188425101972e-148,"AL359220.1","AS_Group_vs_Healthy","upregulated in diseased group"
"AL135925.1",3.65116638342236e-153,10.73624481829,0.011,0,1.01188425150167e-148,"AL135925.1","AS_Group_vs_Healthy","upregulated in diseased group"
"CYREN",2.7288355402814e-152,10.7141993694976,0.011,0,7.56269481633586e-148,"CYREN","AS_Group_vs_Healthy","upregulated in diseased group"
"AC097376.2",7.45987255153957e-152,10.770558352327,0.011,0,2.06742907893368e-147,"AC097376.2","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV5-1",1.26129787888292e-151,4.35467727059164,0.026,0.007,3.49556094153611e-147,"TRBV5-1","AS_Group_vs_Healthy","upregulated in diseased group"
"GPR25",5.34523810870123e-151,9.77242527780155,0.011,0,1.48137928944546e-146,"GPR25","AS_Group_vs_Healthy","upregulated in diseased group"
"AC090152.1",5.57444841640668e-151,10.832799628458,0.011,0,1.54490263412295e-146,"AC090152.1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV19",1.2721496236763e-150,4.07793369541857,0.023,0.005,3.5256354670565e-146,"TRBV19","AS_Group_vs_Healthy","upregulated in diseased group"
"BCKDHA",1.71229675411574e-150,1.82432014379333,0.028,0.008,4.74545922435635e-146,"BCKDHA","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV8-2",3.87619984960025e-149,2.19048740440982,0.028,0.008,1.07425002631821e-144,"TRAV8-2","AS_Group_vs_Healthy","upregulated in diseased group"
"AC020915.3",8.50470681716468e-149,10.6334754807972,0.011,0,2.35699444730902e-144,"AC020915.3","AS_Group_vs_Healthy","upregulated in diseased group"
"TMEM273",2.3244136698906e-148,10.7063256746294,0.011,0,6.44188004473481e-144,"TMEM273","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV4",3.62330212224504e-148,2.8178983039792,0.02,0.004,1.00416195015899e-143,"TRAV4","AS_Group_vs_Healthy","upregulated in diseased group"
"FANK1",5.16636354650341e-148,2.53869386778435,0.019,0.003,1.43180599327796e-143,"FANK1","AS_Group_vs_Healthy","upregulated in diseased group"
"SLC7A5",6.56522394908163e-148,1.60639940868459,0.041,0.016,1.81948616524848e-143,"SLC7A5","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV29DV5",1.12712578757068e-147,3.27717232972774,0.022,0.005,3.12371640767338e-143,"TRAV29DV5","AS_Group_vs_Healthy","upregulated in diseased group"
"CALHM6",1.73613800999722e-147,10.7352033891497,0.011,0,4.81153288090631e-143,"CALHM6","AS_Group_vs_Healthy","upregulated in diseased group"
"Z93930.2",7.84340700965572e-147,10.6849578411326,0.011,0,2.17372181865599e-142,"Z93930.2","AS_Group_vs_Healthy","upregulated in diseased group"
"DMAC2",5.85718162608208e-146,10.5728656192013,0.011,0,1.62325931585239e-141,"DMAC2","AS_Group_vs_Healthy","upregulated in diseased group"
"INTS13",1.97533836068424e-144,10.7549633847828,0.011,0,5.47445273280031e-140,"INTS13","AS_Group_vs_Healthy","upregulated in diseased group"
"LNPK",1.98358239686025e-144,1.86258377936061,0.011,0,5.49730025465848e-140,"LNPK","AS_Group_vs_Healthy","upregulated in diseased group"
"TEPSIN",5.39723917170727e-144,10.6927473153605,0.011,0,1.49579086404695e-139,"TEPSIN","AS_Group_vs_Healthy","upregulated in diseased group"
"COQ8B",1.47465187968119e-143,10.5754566827263,0.011,0,4.08685021934846e-139,"COQ8B","AS_Group_vs_Healthy","upregulated in diseased group"
"FST",3.649695706348e-143,3.53696580778233,0.014,0.001,1.01147666805728e-138,"FST","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV3",5.24655384339504e-143,4.54740536577795,0.015,0.002,1.4540299321585e-138,"TRAV3","AS_Group_vs_Healthy","upregulated in diseased group"
"AC027097.1",4.97055759922596e-142,10.6107340511773,0.011,0,1.37754033304948e-137,"AC027097.1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV12-1",1.89798695609142e-141,3.81279856148463,0.017,0.003,5.26008105011175e-137,"TRAV12-1","AS_Group_vs_Healthy","upregulated in diseased group"
"LINC02482",2.24436944054733e-141,10.5787375726291,0.011,0,6.22004546753287e-137,"LINC02482","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV1-2",2.48592181087059e-141,4.66053845852177,0.013,0.001,6.88948370664676e-137,"TRAV1-2","AS_Group_vs_Healthy","upregulated in diseased group"
"AC124016.1",6.13110183329306e-141,10.6234608833322,0.01,0,1.69917356207884e-136,"AC124016.1","AS_Group_vs_Healthy","upregulated in diseased group"
"GMDS-DT",6.13110183579469e-141,10.7136097402091,0.01,0,1.69917356277214e-136,"GMDS-DT","AS_Group_vs_Healthy","upregulated in diseased group"
"CCDC71",1.08151081922565e-140,1.67206734014906,0.03,0.01,2.99729908440196e-136,"CCDC71","AS_Group_vs_Healthy","upregulated in diseased group"
"ADORA2A",1.45232799305363e-140,3.79830152832758,0.013,0.001,4.02498179994883e-136,"ADORA2A","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV6-6",2.54341261556481e-140,7.231534310907,0.012,0.001,7.04881372277632e-136,"TRBV6-6","AS_Group_vs_Healthy","upregulated in diseased group"
"GATD3B",4.57499073624124e-140,10.6674325909343,0.01,0,1.2679129326419e-135,"GATD3B","AS_Group_vs_Healthy","upregulated in diseased group"
"AC093157.1",7.56128330126807e-140,10.5203105476227,0.01,0,2.09553405411343e-135,"AC093157.1","AS_Group_vs_Healthy","upregulated in diseased group"
"GPR174",2.05473272299286e-139,1.13752728488022,0.043,0.018,5.69448626850242e-135,"GPR174","AS_Group_vs_Healthy","upregulated in diseased group"
"MIGA2",1.54086038958664e-138,10.5762314736992,0.01,0,4.27034048370042e-134,"MIGA2","AS_Group_vs_Healthy","upregulated in diseased group"
"THAP12",2.54652108605203e-138,10.5730397324044,0.01,0,7.05742853788461e-134,"THAP12","AS_Group_vs_Healthy","upregulated in diseased group"
"AC022916.1",4.20850866285256e-138,10.5109427384064,0.01,0,1.16634609082296e-133,"AC022916.1","AS_Group_vs_Healthy","upregulated in diseased group"
"GRAMD2B",4.20850866342459e-138,10.5898554325677,0.01,0,1.16634609098149e-133,"GRAMD2B","AS_Group_vs_Healthy","upregulated in diseased group"
"LINC02256",6.95514422220534e-138,10.7258582915429,0.01,0,1.92754866974199e-133,"LINC02256","AS_Group_vs_Healthy","upregulated in diseased group"
"AC137767.1",2.34135204020569e-136,10.5460511337465,0.01,0,6.48882304422605e-132,"AC137767.1","AS_Group_vs_Healthy","upregulated in diseased group"
"COL6A3",7.71448859718297e-136,2.92965937643029,0.014,0.002,2.13799336982329e-131,"COL6A3","AS_Group_vs_Healthy","upregulated in diseased group"
"MAIP1",1.05661986268699e-135,10.5843746131928,0.01,0,2.92831628745073e-131,"MAIP1","AS_Group_vs_Healthy","upregulated in diseased group"
"CTBP1-DT",1.30200283042256e-134,10.5112847014117,0.01,0,3.60837064423307e-130,"CTBP1-DT","AS_Group_vs_Healthy","upregulated in diseased group"
"AC020659.1",3.5552336203847e-134,10.6835099998275,0.01,0,9.85297445553415e-130,"AC020659.1","AS_Group_vs_Healthy","upregulated in diseased group"
"ELP1",3.55523362280111e-134,10.5956642278296,0.01,0,9.852974462231e-130,"ELP1","AS_Group_vs_Healthy","upregulated in diseased group"
"AC136475.1",1.60409456201367e-133,10.5003749943297,0.01,0,4.44558766916469e-129,"AC136475.1","AS_Group_vs_Healthy","upregulated in diseased group"
"LINC00426",3.75130874919129e-133,1.08957112109994,0.047,0.021,1.03963770675088e-128,"LINC00426","AS_Group_vs_Healthy","upregulated in diseased group"
"AC007388.1",4.37981940143775e-133,10.5497041254516,0.01,0,1.21382314891446e-128,"AC007388.1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV21",6.63324453160634e-133,4.0429288026832,0.016,0.002,1.83833738948938e-128,"TRAV21","AS_Group_vs_Healthy","upregulated in diseased group"
"BX284668.5",7.23710434411479e-133,10.5502892304635,0.01,0,2.00569109792797e-128,"BX284668.5","AS_Group_vs_Healthy","upregulated in diseased group"
"CGAS",5.39472720077162e-132,10.5815352592436,0.01,0,1.49509469642185e-127,"CGAS","AS_Group_vs_Healthy","upregulated in diseased group"
"NAXD",2.43355784182836e-131,10.4820994493048,0.01,0,6.74436220284313e-127,"NAXD","AS_Group_vs_Healthy","upregulated in diseased group"
"FMC1",2.43355784232444e-131,10.4752172017587,0.01,0,6.74436220421794e-127,"FMC1","AS_Group_vs_Healthy","upregulated in diseased group"
"AL365361.1",2.43355784397801e-131,10.4348642369465,0.01,0,6.74436220880066e-127,"AL365361.1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV6-1",4.35768056970694e-131,5.83290586698413,0.012,0.001,1.20768759308858e-126,"TRBV6-1","AS_Group_vs_Healthy","upregulated in diseased group"
"DPH1",7.65004531828996e-131,2.19390382195227,0.019,0.004,2.12013355951088e-126,"DPH1","AS_Group_vs_Healthy","upregulated in diseased group"
"AC007384.1",2.99664883074147e-130,10.6562703136824,0.01,0,8.3049125695169e-126,"AC007384.1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV26-1",1.39855634342597e-128,3.29323870361954,0.017,0.003,3.87595905017073e-124,"TRAV26-1","AS_Group_vs_Healthy","upregulated in diseased group"
"MACO1",7.5031321871155e-128,10.4417170083316,0.01,0,2.07941805433719e-123,"MACO1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV11-2",2.20920927300042e-127,6.69702702436291,0.011,0.001,6.12260257919338e-123,"TRBV11-2","AS_Group_vs_Healthy","upregulated in diseased group"
"PAGR1",2.35320651353186e-127,1.30802795609714,0.038,0.016,6.5216765316022e-123,"PAGR1","AS_Group_vs_Healthy","upregulated in diseased group"
"GPR132",6.94171179694763e-126,1.10153337622921,0.059,0.031,1.92382600740607e-121,"GPR132","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV12-2",4.648896577623e-125,3.60399974203624,0.019,0.004,1.28839519752244e-120,"TRAV12-2","AS_Group_vs_Healthy","upregulated in diseased group"
"PCSK1N",1.64371404665218e-124,1.00654947542744,0.055,0.028,4.55538910889186e-120,"PCSK1N","AS_Group_vs_Healthy","upregulated in diseased group"
"CARD17",3.5900662493392e-124,4.69857684819433,0.011,0.001,9.94950960341865e-120,"CARD17","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV27",1.64018003571147e-123,4.51644296852459,0.013,0.002,4.54559495097077e-119,"TRAV27","AS_Group_vs_Healthy","upregulated in diseased group"
"PDCD4-AS1",1.48323393122389e-122,1.28754881308981,0.038,0.016,4.1106345169939e-118,"PDCD4-AS1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV38-2DV8",8.34335865666499e-119,4.48150122328409,0.013,0.002,2.31227841810814e-114,"TRAV38-2DV8","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV8-6",6.814316428773e-117,3.62190090780823,0.013,0.002,1.88851965507015e-112,"TRAV8-6","AS_Group_vs_Healthy","upregulated in diseased group"
"PI16",1.25345229857545e-116,1.36122515152844,0.032,0.013,3.47381770027201e-112,"PI16","AS_Group_vs_Healthy","upregulated in diseased group"
"CXCR6",9.85461118525179e-113,2.10031668640342,0.02,0.005,2.73110694388068e-108,"CXCR6","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV3-1",1.54618894684521e-112,4.16497809161855,0.017,0.004,4.28510804728682e-108,"TRBV3-1","AS_Group_vs_Healthy","upregulated in diseased group"
"PERP",4.07652647615573e-111,1.09512975801569,0.042,0.02,1.1297685476018e-106,"PERP","AS_Group_vs_Healthy","upregulated in diseased group"
"HIST1H4D",6.41411088442283e-111,2.24974119707691,0.015,0.003,1.77760669050894e-106,"HIST1H4D","AS_Group_vs_Healthy","upregulated in diseased group"
"DKK3",2.2548886153341e-108,3.19999261756454,0.013,0.002,6.24919830853691e-104,"DKK3","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV16",1.78176985147077e-106,3.58009304687949,0.011,0.001,4.93799696636609e-102,"TRAV16","AS_Group_vs_Healthy","upregulated in diseased group"
"OLFM2",1.20861016463381e-105,1.67939354202604,0.021,0.007,3.34954221026614e-101,"OLFM2","AS_Group_vs_Healthy","upregulated in diseased group"
"FAAH2",2.03936801150668e-104,1.36925996820753,0.026,0.01,5.65190450708961e-100,"FAAH2","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV12-3",1.5098115565812e-103,6.19663737666242,0.01,0.001,4.18429174790913e-99,"TRBV12-3","AS_Group_vs_Healthy","upregulated in diseased group"
"LDOC1",3.68678976424213e-101,1.27740541881726,0.03,0.012,1.02175691526207e-96,"LDOC1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV8-1",2.54884847167566e-98,4.5662202038297,0.01,0.001,7.06387865440193e-94,"TRAV8-1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV4-2",4.50806171349794e-98,5.48575771943774,0.011,0.001,1.24936422327882e-93,"TRBV4-2","AS_Group_vs_Healthy","upregulated in diseased group"
"C15orf53",6.27948396653158e-97,2.92910969211857,0.01,0.001,1.74029618648456e-92,"C15orf53","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV12-3",5.38117790833556e-95,3.30900667780245,0.014,0.003,1.49133964551612e-90,"TRAV12-3","AS_Group_vs_Healthy","upregulated in diseased group"
"TRAV2",1.58018250045159e-94,3.89721575875065,0.01,0.001,4.37931778175152e-90,"TRAV2","AS_Group_vs_Healthy","upregulated in diseased group"
"NINJ2",2.46675118110236e-91,1.06172337184228,0.05,0.028,6.83635422330707e-87,"NINJ2","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV5-4",4.15056656569162e-88,4.71631628467895,0.011,0.002,1.15028801801578e-83,"TRBV5-4","AS_Group_vs_Healthy","upregulated in diseased group"
"ANKRD37",2.06760327108818e-87,1.13270770931249,0.034,0.017,5.73015570549379e-83,"ANKRD37","AS_Group_vs_Healthy","upregulated in diseased group"
"EDA",1.0611912779733e-86,1.16879695044332,0.028,0.012,2.94098550777521e-82,"EDA","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV29-1",1.48548439550867e-86,3.93979753561438,0.013,0.003,4.11687145371272e-82,"TRBV29-1","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV9",2.18697581847986e-85,3.52749040523722,0.015,0.004,6.06098478333508e-81,"TRBV9","AS_Group_vs_Healthy","upregulated in diseased group"
"TRBV27",6.45701454262374e-85,4.17401533796446,0.011,0.002,1.78949701034274e-80,"TRBV27","AS_Group_vs_Healthy","upregulated in diseased group"
"LIMS2",2.18669794801989e-83,1.19586183465132,0.025,0.01,6.06021469314233e-79,"LIMS2","AS_Group_vs_Healthy","upregulated in diseased group"
"C22orf34",9.61850962097273e-82,1.31256180342209,0.02,0.007,2.66567375635638e-77,"C22orf34","AS_Group_vs_Healthy","upregulated in diseased group"
"HACD1",2.52998412811553e-81,1.65771667842094,0.017,0.005,7.01159801265937e-77,"HACD1","AS_Group_vs_Healthy","upregulated in diseased group"
